Power Usage Effectiveness (PUE),Energy Consumption (kWh),Renewable Energy Usage (%),Cooling Efficiency,Total Power Consumption (kW),Server Power Consumption (kW),Dynamic Power Usage (kW),CPU Utilization (%),Task Completion Time (ms),SLA Violations,Workload Type,Number of Active VMs,Energy Strategy,Energy Savings (%)
1.7,"25,000",80,1.8,"1,400",80,140,90,77,4,Mixed,248,Non-renewable,30
1.7,"36,000",70,1.7,"1,000",20,60,70,59,1,Mixed,429,Hybrid,40
1.2,"21,000",10,1.7,"2,500",100,70,40,186,1,Mixed,459,Renewable-first,80
1.7,"21,000",40,1.8,600,80,110,20,195,5,I/O heavy,145,Non-renewable,40
1.8,"25,000",100,1.7,"1,700",60,140,30,123,0,Mixed,340,Hybrid,60
1.5,"8,000",30,1.2,"2,200",70,120,30,188,5,I/O heavy,154,Hybrid,40
1.5,"27,000",70,1.6,"1,500",120,110,70,144,3,I/O heavy,251,Hybrid,40
1.2,"29,000",80,1.6,"2,100",80,70,20,73,0,Compute-heavy,321,Hybrid,80
1.5,"36,000",20,1.4,600,180,120,100,156,5,I/O heavy,178,Non-renewable,70
1.4,"10,000",80,1.1,"2,000",40,50,20,196,5,I/O heavy,378,Renewable-first,70
1.7,"18,000",0,1.0,600,140,100,80,31,3,Mixed,491,Hybrid,50
1.4,"45,000",60,1.2,"2,600",20,130,10,101,0,I/O heavy,173,Hybrid,10
1.6,"42,000",70,1.7,"2,000",200,110,10,86,0,I/O heavy,238,Non-renewable,10
1.3,"46,000",50,1.2,600,180,60,30,134,3,Mixed,383,Hybrid,10
1.3,"42,000",30,1.4,700,90,50,100,155,2,Mixed,136,Hybrid,70
1.3,"45,000",30,1.8,"2,400",100,120,0,92,5,Mixed,482,Non-renewable,0
1.2,"49,000",60,1.4,"3,000",50,70,50,20,3,Compute-heavy,373,Hybrid,70
1.5,"20,000",90,1.6,700,130,90,100,47,5,I/O heavy,127,Hybrid,70
1.7,"36,000",50,1.6,"2,100",70,150,60,152,2,Mixed,381,Renewable-first,40
1.6,"20,000",30,1.7,"2,300",120,90,30,186,5,Compute-heavy,366,Renewable-first,20
1.5,"23,000",40,1.3,"3,000",120,130,80,64,2,Compute-heavy,309,Renewable-first,80
1.6,"41,000",90,1.1,"1,300",30,150,20,60,2,Compute-heavy,130,Non-renewable,80
1.4,"47,000",30,1.7,"2,600",80,150,0,106,3,Mixed,412,Renewable-first,10
1.4,"25,000",0,1.5,700,70,120,70,200,2,Mixed,139,Non-renewable,40
1.4,"19,000",30,1.5,"1,700",50,60,70,27,2,Mixed,340,Hybrid,30
1.6,"30,000",50,1.5,600,170,60,80,169,2,I/O heavy,381,Hybrid,60
1.3,"34,000",100,1.0,"1,600",40,90,100,117,4,Compute-heavy,486,Renewable-first,50
1.2,"44,000",10,1.2,"1,900",70,90,70,129,0,I/O heavy,472,Renewable-first,50
1.6,"19,000",60,1.5,"1,600",90,110,80,95,1,Compute-heavy,133,Hybrid,60
1.8,"47,000",80,1.0,"1,300",160,120,80,112,5,Compute-heavy,215,Non-renewable,0
1.6,"17,000",100,1.5,"1,600",160,80,30,50,4,Compute-heavy,80,Renewable-first,80
1.7,"31,000",90,1.0,"2,600",100,70,80,77,3,I/O heavy,101,Renewable-first,50
1.6,"27,000",10,1.0,"3,000",20,80,60,174,5,Compute-heavy,356,Hybrid,80
1.5,"38,000",60,1.7,"2,200",110,70,100,164,0,Compute-heavy,370,Renewable-first,0
1.6,"38,000",10,1.7,"1,300",200,130,40,85,4,Mixed,490,Hybrid,40
1.7,"27,000",80,1.2,"1,800",50,50,90,145,4,I/O heavy,459,Renewable-first,20
1.3,"48,000",0,1.7,"1,000",140,90,10,151,5,Mixed,446,Non-renewable,70
1.4,"24,000",30,1.1,"3,000",40,60,0,150,2,I/O heavy,313,Hybrid,40
1.3,"13,000",10,1.3,"2,000",80,90,30,171,4,Compute-heavy,339,Non-renewable,0
1.5,"24,000",0,1.4,600,30,110,80,196,4,Mixed,301,Non-renewable,60
1.7,"43,000",10,1.3,"1,600",100,70,70,186,3,I/O heavy,397,Hybrid,50
1.4,"18,000",90,1.3,"2,700",70,70,50,159,2,I/O heavy,389,Hybrid,50
1.4,"30,000",50,1.5,"1,900",180,80,50,57,2,Compute-heavy,234,Renewable-first,30
1.7,"31,000",40,1.5,"1,500",160,150,50,71,1,Compute-heavy,120,Renewable-first,30
1.5,"38,000",0,1.8,"2,000",200,80,70,98,4,Mixed,328,Hybrid,0
1.5,"33,000",20,1.1,"1,400",100,110,10,74,1,Compute-heavy,219,Non-renewable,60
1.7,"36,000",90,1.7,"3,000",80,60,0,46,4,Compute-heavy,460,Non-renewable,30
1.5,"45,000",50,1.6,"1,900",170,120,70,142,1,I/O heavy,188,Hybrid,40
1.6,"49,000",40,1.2,"2,200",50,140,40,55,3,Compute-heavy,307,Renewable-first,40
1.3,"9,000",50,1.2,"1,100",90,110,100,58,3,Compute-heavy,94,Non-renewable,80
1.3,"8,000",70,1.1,"1,700",70,100,30,177,4,I/O heavy,71,Non-renewable,40
1.4,"27,000",50,1.3,"1,000",110,90,60,55,0,Compute-heavy,330,Non-renewable,20
1.5,"25,000",100,1.4,"1,100",80,110,90,167,0,Mixed,373,Renewable-first,80
1.8,"37,000",40,1.5,"2,600",140,130,100,76,1,Mixed,166,Hybrid,30
1.8,"45,000",100,1.3,800,60,60,0,184,1,Mixed,489,Non-renewable,0
1.7,"28,000",30,1.5,"1,600",60,150,0,108,5,Mixed,249,Hybrid,50
1.4,"20,000",40,1.6,"2,100",100,100,50,22,2,Mixed,382,Renewable-first,20
1.8,"36,000",100,1.4,"3,000",20,60,90,105,2,Compute-heavy,372,Non-renewable,20
1.6,"23,000",80,1.4,800,120,70,100,148,2,I/O heavy,146,Hybrid,60
1.4,"30,000",90,1.2,500,50,130,100,158,4,Mixed,86,Hybrid,0
1.6,"7,000",100,1.4,"1,000",60,100,90,168,1,Mixed,282,Non-renewable,10
1.2,"39,000",50,1.1,900,50,100,100,161,0,I/O heavy,192,Non-renewable,10
1.3,"43,000",40,1.5,800,90,150,10,58,2,Mixed,378,Hybrid,80
1.7,"22,000",100,1.5,"1,200",60,150,70,100,4,Compute-heavy,125,Renewable-first,60
1.6,"11,000",100,1.8,"2,200",70,100,60,57,5,Mixed,424,Non-renewable,10
1.4,"36,000",70,1.3,"1,100",100,60,90,85,3,Mixed,228,Hybrid,40
1.5,"28,000",40,1.4,"1,000",90,100,30,120,0,Mixed,85,Renewable-first,0
1.7,"20,000",40,1.4,"1,600",40,90,50,27,2,Mixed,455,Non-renewable,30
1.6,"28,000",70,1.2,900,20,110,20,160,3,Compute-heavy,374,Hybrid,10
1.4,"8,000",80,1.1,"2,800",190,70,50,164,3,Compute-heavy,216,Non-renewable,0
1.3,"49,000",70,1.5,500,70,90,70,120,2,I/O heavy,467,Renewable-first,10
1.4,"36,000",80,1.1,"1,900",90,50,30,35,3,Compute-heavy,416,Renewable-first,40
1.8,"46,000",80,1.3,"2,900",20,140,90,105,2,I/O heavy,253,Hybrid,20
1.5,"38,000",70,1.0,"2,900",50,70,80,61,2,Mixed,263,Renewable-first,30
1.5,"23,000",60,1.8,"1,800",110,60,40,170,4,I/O heavy,63,Non-renewable,80
1.5,"18,000",60,1.6,"3,000",180,90,90,114,4,I/O heavy,184,Renewable-first,30
1.7,"42,000",0,1.2,"1,600",190,130,80,141,1,Compute-heavy,110,Non-renewable,40
1.6,"17,000",60,1.2,"1,200",120,120,90,192,4,Mixed,192,Hybrid,0
1.6,"26,000",90,1.3,"1,600",30,130,30,101,0,I/O heavy,478,Non-renewable,80
1.4,"35,000",50,1.4,"2,000",190,60,100,194,1,I/O heavy,368,Hybrid,80
1.2,"48,000",0,1.5,"2,900",200,150,20,176,4,Mixed,477,Hybrid,30
1.8,"48,000",90,1.1,"1,500",40,80,90,43,3,Compute-heavy,419,Renewable-first,80
1.8,"34,000",90,1.5,900,200,120,20,134,2,I/O heavy,213,Non-renewable,30
1.8,"27,000",70,1.1,"1,800",80,60,100,45,5,Mixed,441,Hybrid,60
1.8,"16,000",80,1.7,"1,600",30,70,30,83,4,I/O heavy,134,Non-renewable,60
1.7,"47,000",100,1.4,600,40,130,50,189,5,Mixed,316,Hybrid,0
1.6,"18,000",100,1.7,"2,400",90,70,30,64,0,Mixed,203,Hybrid,20
1.7,"40,000",10,1.5,600,90,70,80,188,1,I/O heavy,266,Non-renewable,0
1.6,"49,000",30,1.3,"2,200",40,60,80,83,3,Compute-heavy,113,Renewable-first,70
1.3,"12,000",100,1.6,"1,600",80,140,90,137,4,Compute-heavy,433,Non-renewable,30
1.4,"28,000",60,1.1,900,40,70,80,104,0,Mixed,320,Non-renewable,0
1.8,"7,000",100,1.5,"1,600",200,140,60,104,4,I/O heavy,313,Renewable-first,50
1.4,"18,000",0,1.2,500,60,80,40,122,3,Mixed,497,Renewable-first,70
1.7,"15,000",70,1.7,"3,000",190,130,10,163,5,I/O heavy,346,Non-renewable,30
1.3,"49,000",80,1.7,"1,400",130,70,100,35,1,Compute-heavy,326,Renewable-first,0
1.4,"42,000",70,1.5,"2,500",110,70,100,185,2,Compute-heavy,446,Hybrid,20
1.4,"32,000",10,1.2,"2,100",40,130,60,74,1,Mixed,129,Renewable-first,40
1.2,"27,000",70,1.3,700,120,60,90,54,1,Compute-heavy,86,Non-renewable,10
1.3,"22,000",70,1.5,"1,700",20,110,60,109,4,Compute-heavy,210,Non-renewable,80
1.3,"24,000",10,1.3,"1,100",130,90,10,161,4,I/O heavy,320,Hybrid,0
1.7,"37,000",100,1.6,"1,200",30,130,60,149,0,I/O heavy,295,Renewable-first,20
1.2,"6,000",80,1.3,"1,500",30,140,60,192,1,Compute-heavy,313,Hybrid,0
1.4,"43,000",0,1.4,"2,100",100,130,10,139,3,Mixed,424,Non-renewable,80
1.2,"41,000",60,1.2,"1,400",60,70,40,165,1,Compute-heavy,360,Non-renewable,0
1.6,"30,000",10,1.6,"2,900",60,140,0,75,5,Mixed,211,Non-renewable,10
1.6,"6,000",70,1.7,"1,900",80,140,70,107,5,I/O heavy,444,Non-renewable,80
1.6,"7,000",70,1.3,"1,000",20,130,80,162,2,Compute-heavy,92,Hybrid,40
1.4,"24,000",30,1.8,"1,300",170,90,100,133,2,I/O heavy,499,Renewable-first,10
1.3,"14,000",70,1.0,"3,000",80,60,90,81,0,I/O heavy,115,Non-renewable,50
1.6,"46,000",40,1.2,600,140,140,10,148,0,Compute-heavy,199,Renewable-first,0
1.7,"25,000",80,1.3,600,140,50,80,78,5,Compute-heavy,233,Hybrid,10
1.3,"44,000",0,1.3,"2,600",50,150,0,176,0,I/O heavy,188,Non-renewable,20
1.5,"13,000",40,1.6,"1,600",190,90,80,26,3,Mixed,423,Non-renewable,20
1.3,"6,000",80,1.7,"2,100",120,110,50,169,5,I/O heavy,435,Hybrid,40
1.3,"32,000",50,1.2,"2,200",190,140,100,148,3,Compute-heavy,432,Renewable-first,0
1.6,"7,000",30,1.5,"1,600",150,120,80,86,5,Compute-heavy,230,Non-renewable,10
1.5,"20,000",0,1.4,"2,500",130,60,90,100,0,Mixed,125,Non-renewable,50
1.3,"8,000",90,1.1,"2,600",100,80,70,59,3,I/O heavy,404,Renewable-first,30
1.4,"27,000",50,1.3,"1,800",140,90,40,114,2,I/O heavy,125,Non-renewable,50
1.8,"34,000",100,1.0,"2,500",90,130,30,86,2,Mixed,261,Renewable-first,50
1.7,"42,000",60,1.2,700,110,60,80,173,5,I/O heavy,243,Renewable-first,30
1.7,"17,000",60,1.1,"1,000",60,50,100,63,5,Mixed,335,Renewable-first,10
1.5,"10,000",80,1.7,"2,900",130,80,60,24,0,Compute-heavy,466,Hybrid,20
1.6,"14,000",30,1.7,800,20,110,10,55,4,Mixed,233,Hybrid,80
1.4,"21,000",30,1.5,"1,700",200,120,60,165,1,Compute-heavy,372,Non-renewable,70
1.2,"12,000",40,1.8,"2,300",130,140,50,57,4,I/O heavy,260,Non-renewable,60
1.4,"13,000",80,1.5,"1,900",190,70,10,190,1,I/O heavy,113,Renewable-first,70
1.6,"38,000",10,1.2,"1,400",160,110,60,108,4,Compute-heavy,445,Renewable-first,20
1.4,"21,000",30,1.7,"1,100",50,60,50,86,5,I/O heavy,233,Hybrid,50
1.7,"47,000",80,1.2,"2,800",100,120,10,134,5,Compute-heavy,369,Hybrid,40
1.3,"26,000",50,1.2,"1,500",100,100,70,186,5,Mixed,466,Renewable-first,40
1.4,"7,000",50,1.5,"2,800",100,100,20,60,2,I/O heavy,447,Hybrid,0
1.3,"45,000",60,1.1,"3,000",100,150,10,51,4,Compute-heavy,328,Renewable-first,40
1.4,"44,000",40,1.5,"1,700",140,120,0,74,2,Mixed,210,Renewable-first,10
1.2,"33,000",30,1.2,"1,300",200,130,50,188,5,I/O heavy,226,Non-renewable,40
1.4,"43,000",100,1.5,"2,000",200,120,100,167,2,I/O heavy,494,Hybrid,10
1.4,"31,000",20,1.6,"1,100",80,110,70,162,5,Compute-heavy,440,Non-renewable,0
1.5,"43,000",10,1.3,"1,000",70,130,40,159,0,Compute-heavy,142,Non-renewable,70
1.5,"44,000",60,1.3,"2,000",30,70,10,120,5,I/O heavy,106,Non-renewable,30
1.4,"41,000",40,1.3,900,110,50,100,125,4,Mixed,231,Renewable-first,80
1.5,"7,000",0,1.3,900,60,140,0,83,0,Mixed,330,Hybrid,10
1.5,"23,000",30,1.6,"1,700",80,80,80,50,3,Compute-heavy,208,Renewable-first,40
1.4,"38,000",80,1.3,"3,000",130,90,10,179,5,Mixed,407,Hybrid,30
1.7,"18,000",70,1.6,"1,900",120,90,70,136,2,Mixed,290,Hybrid,20
1.5,"25,000",100,1.6,"2,100",80,110,10,102,1,Mixed,342,Non-renewable,0
1.4,"6,000",60,1.4,"1,500",80,50,0,154,5,I/O heavy,379,Non-renewable,10
1.8,"14,000",40,1.4,"1,800",50,50,70,58,0,Mixed,455,Renewable-first,70
1.7,"46,000",0,1.3,"2,700",40,80,60,84,5,Compute-heavy,477,Renewable-first,10
1.8,"21,000",40,1.5,"2,600",40,100,100,58,0,I/O heavy,314,Hybrid,70
1.6,"6,000",70,1.4,"1,100",170,60,20,71,0,I/O heavy,422,Hybrid,40
1.4,"31,000",30,1.2,"3,000",110,100,10,158,5,Mixed,263,Non-renewable,0
1.4,"5,000",40,1.4,"2,900",20,90,30,178,5,I/O heavy,228,Hybrid,40
1.6,"40,000",70,1.5,"1,300",30,60,80,73,5,I/O heavy,223,Renewable-first,50
1.8,"37,000",40,1.4,"2,200",100,60,30,94,2,I/O heavy,186,Non-renewable,20
1.6,"26,000",30,1.0,700,40,120,60,72,5,Compute-heavy,498,Renewable-first,80
1.7,"39,000",100,1.8,"3,000",100,130,90,66,4,Compute-heavy,66,Hybrid,0
1.4,"38,000",30,1.6,"1,300",160,140,10,28,1,Compute-heavy,376,Renewable-first,60
1.4,"22,000",50,1.2,700,80,70,60,165,0,Mixed,55,Non-renewable,10
1.7,"40,000",90,1.6,"1,800",50,70,80,166,0,Mixed,168,Non-renewable,60
1.7,"7,000",0,1.6,"2,400",170,70,30,39,2,I/O heavy,285,Renewable-first,10
1.8,"48,000",30,1.5,900,40,90,40,190,3,Mixed,109,Hybrid,60
1.7,"20,000",0,1.5,"2,000",150,130,40,146,5,I/O heavy,196,Non-renewable,60
1.5,"15,000",50,1.1,"3,000",50,150,40,64,5,Compute-heavy,329,Non-renewable,70
1.5,"14,000",70,1.3,"2,600",70,120,10,51,0,I/O heavy,483,Renewable-first,60
1.7,"46,000",30,1.5,"3,000",150,110,50,90,5,Compute-heavy,88,Non-renewable,50
1.5,"25,000",70,1.1,"3,000",40,110,70,100,0,Compute-heavy,160,Non-renewable,0
1.4,"29,000",10,1.8,"2,200",180,110,100,39,5,I/O heavy,142,Non-renewable,60
1.5,"39,000",40,1.1,"1,000",80,130,40,156,2,Mixed,227,Renewable-first,20
1.5,"10,000",20,1.3,"2,300",170,90,60,84,3,Mixed,70,Hybrid,30
1.3,"48,000",60,1.7,"1,700",160,150,30,24,2,Mixed,458,Renewable-first,60
1.6,"12,000",80,1.0,"1,100",80,90,10,78,2,Mixed,292,Non-renewable,80
1.3,"38,000",0,1.5,"1,300",120,120,100,157,2,I/O heavy,315,Renewable-first,50
1.4,"45,000",70,1.3,"2,500",180,90,60,55,3,Mixed,92,Hybrid,80
1.7,"5,000",30,1.6,"2,800",50,60,100,86,4,I/O heavy,212,Hybrid,50
1.5,"7,000",90,1.5,"2,600",160,50,60,79,4,I/O heavy,365,Renewable-first,0
1.7,"42,000",100,1.5,"1,200",110,80,0,129,4,Compute-heavy,315,Hybrid,20
1.4,"31,000",40,1.7,"2,400",130,120,90,84,4,I/O heavy,53,Renewable-first,30
1.8,"17,000",0,1.0,"2,700",80,120,60,110,1,I/O heavy,287,Renewable-first,60
1.3,"47,000",40,1.1,"1,600",190,110,70,53,5,I/O heavy,252,Renewable-first,20
1.2,"23,000",80,1.6,"1,300",170,100,30,38,1,Mixed,229,Non-renewable,20
1.7,"23,000",70,1.5,"2,700",100,70,40,86,3,Mixed,347,Renewable-first,20
1.7,"10,000",70,1.7,"2,200",60,120,30,72,4,Mixed,90,Hybrid,80
1.3,"18,000",50,1.4,"2,500",200,70,70,124,0,Compute-heavy,251,Non-renewable,10
1.8,"9,000",80,1.4,"2,900",190,50,20,31,4,I/O heavy,353,Non-renewable,60
1.5,"47,000",30,1.5,500,40,140,80,156,4,Compute-heavy,134,Renewable-first,40
1.8,"49,000",50,1.1,800,110,120,20,148,3,Mixed,179,Hybrid,10
1.5,"49,000",20,1.1,"1,300",90,60,60,183,4,Mixed,63,Non-renewable,60
1.5,"40,000",10,1.2,"1,300",170,100,10,81,0,Mixed,57,Renewable-first,10
1.5,"13,000",80,1.3,"3,000",70,130,90,33,4,Compute-heavy,347,Hybrid,10
1.4,"27,000",40,1.4,"2,500",30,100,20,33,3,I/O heavy,462,Hybrid,50
1.5,"36,000",100,1.4,"2,000",50,80,30,171,3,Compute-heavy,66,Non-renewable,80
1.5,"33,000",10,1.6,500,160,120,10,145,1,I/O heavy,461,Hybrid,0
1.2,"49,000",40,1.1,"2,900",60,50,80,190,3,Compute-heavy,172,Non-renewable,70
1.4,"32,000",50,1.3,"2,100",160,80,40,162,4,I/O heavy,138,Hybrid,20
1.3,"44,000",70,1.8,"1,500",90,100,60,32,2,I/O heavy,400,Hybrid,20
1.7,"15,000",40,1.6,"1,800",80,80,50,63,0,Mixed,433,Renewable-first,70
1.6,"23,000",10,1.3,"3,000",110,150,70,126,3,Mixed,373,Hybrid,60
1.7,"5,000",60,1.5,"1,800",130,70,0,62,3,Mixed,52,Renewable-first,40
1.8,"13,000",40,1.4,"2,500",170,100,50,196,4,I/O heavy,237,Hybrid,70
1.6,"6,000",100,1.3,700,40,150,50,68,5,Compute-heavy,170,Hybrid,50
1.8,"8,000",10,1.1,"2,100",30,120,50,98,1,Mixed,132,Non-renewable,60
1.4,"33,000",50,1.1,800,40,100,50,86,2,I/O heavy,346,Non-renewable,80
1.3,"8,000",100,1.2,500,30,50,70,94,3,Mixed,390,Non-renewable,10
1.4,"5,000",60,1.3,"1,400",130,70,50,22,5,Mixed,78,Renewable-first,80
1.5,"32,000",70,1.2,"2,100",100,120,40,190,3,Mixed,443,Renewable-first,60
1.7,"22,000",20,1.5,"2,600",40,50,100,40,0,Compute-heavy,404,Hybrid,80
1.5,"17,000",100,1.5,"1,900",110,120,90,133,5,Compute-heavy,67,Non-renewable,10
1.4,"44,000",30,1.0,"1,100",170,110,40,72,1,Mixed,451,Renewable-first,40
1.6,"10,000",50,1.5,"2,400",30,100,40,194,1,I/O heavy,198,Non-renewable,80
1.5,"47,000",20,1.4,"2,700",30,50,10,145,4,I/O heavy,210,Non-renewable,10
1.3,"43,000",100,1.4,"2,300",200,130,100,41,3,Mixed,120,Hybrid,10
1.5,"26,000",50,1.7,"3,000",120,130,90,33,3,Compute-heavy,238,Renewable-first,10
1.7,"34,000",80,1.1,"1,500",190,150,40,197,0,Compute-heavy,62,Non-renewable,80
1.7,"31,000",40,1.3,800,170,80,0,61,3,I/O heavy,459,Renewable-first,70
1.6,"12,000",10,1.4,900,200,50,80,34,1,Compute-heavy,159,Renewable-first,60
1.4,"47,000",90,1.5,"2,300",90,90,40,192,1,Mixed,254,Non-renewable,50
1.3,"32,000",10,1.5,"2,600",80,90,80,144,5,Compute-heavy,195,Hybrid,50
1.5,"6,000",100,1.1,"2,100",190,90,0,136,0,Compute-heavy,263,Non-renewable,10
1.7,"24,000",60,1.6,"2,200",90,140,90,149,1,Mixed,254,Renewable-first,60
1.4,"15,000",30,1.2,"1,100",130,80,90,112,0,I/O heavy,364,Renewable-first,20
1.3,"18,000",80,1.8,"1,400",200,50,10,139,3,I/O heavy,306,Hybrid,70
1.8,"28,000",80,1.1,"2,500",50,50,0,163,4,I/O heavy,207,Non-renewable,10
1.7,"17,000",50,1.8,"1,800",140,70,20,167,2,Compute-heavy,196,Hybrid,70
1.6,"12,000",90,1.7,900,20,110,80,95,4,I/O heavy,165,Hybrid,40
1.3,"48,000",40,1.7,"2,700",190,110,40,181,1,Mixed,186,Non-renewable,0
1.3,"25,000",60,1.0,"1,500",70,100,70,49,0,Compute-heavy,338,Renewable-first,10
1.3,"26,000",40,1.2,900,130,80,10,48,2,Mixed,402,Renewable-first,40
1.6,"13,000",80,1.5,"1,400",130,90,90,48,5,I/O heavy,420,Non-renewable,50
1.3,"46,000",80,1.6,"2,000",100,120,50,105,2,Mixed,291,Non-renewable,50
1.7,"47,000",60,1.6,"3,000",30,50,0,164,4,Mixed,56,Non-renewable,10
1.8,"15,000",30,1.0,"1,500",20,80,70,140,5,Mixed,460,Renewable-first,70
1.4,"20,000",0,1.6,"2,400",200,100,10,65,3,I/O heavy,113,Hybrid,20
1.5,"13,000",30,1.4,"1,800",30,120,100,199,2,Compute-heavy,497,Non-renewable,80
1.6,"7,000",20,1.3,"1,100",60,110,70,200,0,Compute-heavy,290,Renewable-first,40
1.8,"40,000",0,1.6,"1,400",50,50,100,200,5,Compute-heavy,463,Non-renewable,60
1.7,"46,000",90,1.2,"1,100",180,100,40,164,4,I/O heavy,160,Non-renewable,40
1.2,"17,000",30,1.5,900,130,50,20,120,0,Compute-heavy,312,Renewable-first,70
1.3,"5,000",60,1.5,"1,800",140,150,0,126,4,Mixed,376,Renewable-first,60
1.7,"48,000",10,1.5,"1,200",90,100,70,109,0,Mixed,304,Hybrid,50
1.6,"15,000",60,1.4,"1,300",60,90,80,159,4,Mixed,290,Renewable-first,80
1.3,"28,000",50,1.2,900,100,50,60,23,1,Compute-heavy,216,Non-renewable,0
1.5,"9,000",80,1.2,500,180,50,70,170,2,I/O heavy,60,Renewable-first,0
1.7,"6,000",100,1.3,"2,400",200,80,40,196,3,Compute-heavy,312,Renewable-first,80
1.3,"21,000",10,1.8,"2,800",160,100,40,42,2,I/O heavy,371,Renewable-first,80
1.7,"21,000",50,1.6,"3,000",80,150,100,73,3,I/O heavy,170,Renewable-first,40
1.2,"24,000",100,1.3,"1,100",80,100,0,142,1,I/O heavy,225,Hybrid,80
1.7,"19,000",50,1.5,"3,000",50,140,70,26,2,I/O heavy,361,Renewable-first,80
1.6,"8,000",50,1.2,"2,900",80,130,80,191,3,I/O heavy,378,Renewable-first,20
1.4,"15,000",20,1.2,600,40,150,0,57,0,Compute-heavy,169,Hybrid,30
1.6,"27,000",50,1.5,700,190,80,30,198,1,I/O heavy,128,Renewable-first,40
1.7,"5,000",80,1.2,"2,800",190,120,80,50,2,Compute-heavy,92,Renewable-first,20
1.8,"46,000",100,1.4,"1,100",180,100,10,138,4,Mixed,329,Hybrid,40
1.4,"8,000",20,1.1,"1,800",30,150,80,167,1,Mixed,193,Non-renewable,80
1.6,"42,000",10,1.7,"1,700",200,130,50,179,3,I/O heavy,382,Hybrid,60
1.6,"6,000",70,1.3,"1,100",150,110,30,29,4,Mixed,321,Non-renewable,0
1.5,"49,000",20,1.0,"1,800",60,150,30,55,5,Mixed,309,Renewable-first,0
1.7,"31,000",40,1.8,"1,300",40,80,0,82,2,I/O heavy,416,Non-renewable,30
1.2,"38,000",40,1.4,"1,900",100,110,10,114,3,Compute-heavy,301,Hybrid,10
1.4,"17,000",10,1.7,"2,700",190,120,70,188,0,Mixed,182,Renewable-first,50
1.5,"22,000",10,1.2,"1,300",170,70,70,160,2,Mixed,418,Non-renewable,70
1.3,"15,000",50,1.2,600,180,60,50,127,4,Compute-heavy,366,Hybrid,0
1.7,"9,000",10,1.3,"2,900",150,140,70,108,0,Mixed,352,Non-renewable,0
1.6,"33,000",50,1.2,900,20,120,40,183,2,I/O heavy,99,Renewable-first,20
1.5,"29,000",60,1.4,800,60,80,70,155,1,Mixed,374,Non-renewable,20
1.7,"18,000",30,1.2,"2,400",100,150,70,160,1,Mixed,69,Renewable-first,80
1.5,"45,000",90,1.1,"1,000",120,50,30,125,1,Mixed,67,Non-renewable,30
1.5,"42,000",30,1.1,"1,800",160,140,30,165,2,Mixed,415,Non-renewable,0
1.2,"45,000",20,1.2,"2,200",50,60,0,63,1,I/O heavy,338,Non-renewable,40
1.4,"41,000",0,1.8,"1,300",40,140,0,116,5,Compute-heavy,402,Non-renewable,50
1.3,"15,000",30,1.2,800,190,110,20,139,2,Compute-heavy,61,Hybrid,60
1.6,"48,000",20,1.7,700,110,90,100,75,3,I/O heavy,498,Renewable-first,80
1.5,"36,000",70,1.4,"2,600",100,110,30,163,1,Mixed,394,Hybrid,20
1.4,"10,000",40,1.2,"2,300",190,70,60,89,3,I/O heavy,69,Hybrid,0
1.5,"10,000",60,1.7,"2,600",30,80,50,71,3,Compute-heavy,396,Renewable-first,0
1.3,"26,000",20,1.6,"1,700",90,150,60,79,4,I/O heavy,117,Renewable-first,80
1.8,"7,000",20,1.5,500,30,70,90,123,3,I/O heavy,316,Hybrid,80
1.2,"23,000",100,1.2,800,120,120,0,153,5,I/O heavy,411,Non-renewable,30
1.7,"38,000",50,1.6,"2,600",130,50,90,83,3,I/O heavy,441,Renewable-first,30
1.5,"45,000",90,1.0,700,110,140,30,110,0,Mixed,268,Renewable-first,30
1.6,"45,000",30,1.2,"2,300",20,90,50,200,5,I/O heavy,251,Renewable-first,70
1.4,"11,000",70,1.7,"1,600",180,80,60,170,1,I/O heavy,141,Non-renewable,50
1.8,"20,000",20,1.2,"1,100",150,120,80,151,0,Compute-heavy,318,Non-renewable,70
1.4,"42,000",40,1.5,"1,400",50,150,50,138,2,Mixed,337,Renewable-first,60
1.6,"13,000",0,1.4,"1,700",60,130,100,71,5,Compute-heavy,286,Renewable-first,80
1.8,"17,000",0,1.3,"2,700",90,50,100,30,4,I/O heavy,166,Hybrid,20
1.7,"38,000",70,1.5,900,170,140,60,191,1,Compute-heavy,397,Renewable-first,70
1.5,"41,000",60,1.0,"2,100",160,70,90,45,3,Mixed,494,Hybrid,20
1.8,"47,000",0,1.4,"2,800",140,110,100,167,4,I/O heavy,398,Non-renewable,30
1.6,"10,000",50,1.4,700,150,110,0,25,5,I/O heavy,271,Renewable-first,70
1.3,"42,000",10,1.6,"2,100",130,70,40,192,0,Compute-heavy,247,Non-renewable,40
1.4,"8,000",0,1.3,"2,100",150,100,0,121,2,I/O heavy,471,Renewable-first,10
1.4,"9,000",90,1.7,"2,900",50,100,80,128,3,Compute-heavy,461,Hybrid,50
1.4,"10,000",40,1.8,"1,300",90,90,60,65,2,I/O heavy,68,Hybrid,50
1.7,"17,000",40,1.7,"1,200",200,70,80,169,4,I/O heavy,177,Renewable-first,40
1.6,"28,000",10,1.6,"2,400",190,120,50,109,4,I/O heavy,429,Non-renewable,80
1.2,"32,000",40,1.6,"1,800",140,140,60,164,3,I/O heavy,337,Non-renewable,80
